19	02	25	21	13	34	66.604	25.68446758	704.714285714	30.3202633126	0.00664969006914	0	1
19	02	25	21	13	50	66.604	25.65635643	703.257142857	31.847263042	0.0088113009424	0	1
19	02	25	21	14	06	66.604	25.66599642	703.042857143	31.0107979877	0.00764205918581	0	1
19	02	25	21	14	22	66.604	25.79288315	703.528571429	31.3426780826	0.0059186541734	0	1
19	02	25	21	14	38	67.142	25.74902349	703.057142857	31.6750851681	0.00928169135614	0	1
19	02	25	21	14	54	66.604	25.68607573	703.3	31.7568215394	0.00585177893633	0	1
19	02	25	21	15	10	66.604	26.24137528	703.928571429	31.626083913	0.00476839361646	0	1
19	02	25	21	15	26	66.604	25.58309024	704.885714286	32.1596654465	0.00672996863958	0	1
19	02	25	21	15	42	66.604	25.69555787	704.428571429	30.8751270344	0.00795825358134	0	1
19	02	25	21	15	58	66.604	25.48308613	705.2	31.3357851118	0.0057095651849	0	1
19	02	25	21	16	14	66.604	25.44525895	704.457142857	32.7992533514	0.00538292508864	0	1
19	02	25	21	16	30	66.604	25.50368642	703.1	32.0602780489	0.0070022305922	0	1
19	02	25	21	16	46	66.604	25.83023185	703.571428571	31.5909441945	0.0074376719066	0	1
