19	02	21	21	17	27	6.7	66.0	39.99961326	659.628571429	183.874349289	0.0377808905962	0	1
19	02	21	21	17	28	6.4	64.0	39.99972846	659.628571429	183.874349289	0.0377808905962	1	1
19	02	21	21	17	49	8.3	65.0	39.9999974	570.357142857	65.7784236692	0.0175783293624	0	1
19	02	21	21	17	50	7.3	64.0	39.99999817	570.357142857	65.7784236692	0.0175783293624	1	1
19	02	21	21	18	11	9.8	66.0	39.98529997	664.214285714	163.532425169	0.0387521990576	0	1
19	02	21	21	18	11	18.3	64.0	39.98967894	685.628571429	184.026253673	0.0438848531438	1	1
19	02	21	21	18	33	21.7	66.0	39.99990115	717.514285714	176.425034088	0.0517674238611	0	1
19	02	21	21	18	33	15.5	66.0	39.9999306	717.514285714	176.425034088	0.0517674238611	1	1
19	02	21	21	18	55	15.9	66.0	39.99999934	604.942857143	84.4384620748	0.0261258855242	0	1
19	02	21	21	18	55	18.4	68.0	39.99999953	604.942857143	84.4384620748	0.0261258855242	1	1
19	02	21	21	19	17	14.0	66.0	39.99736206	637.828571429	145.798978189	0.0323205074472	0	1
19	02	21	21	19	17	16.7	66.0	39.99736206	637.828571429	145.798978189	0.0323205074472	1	1
19	02	21	21	19	38	14.4	66.0	39.99997474	592.942857143	127.12062727	0.0159466154298	1	1
19	02	21	21	19	38	17.6	65.0	39.99997474	592.942857143	127.12062727	0.0159466154298	1	1
19	02	21	21	19	59	14.4	64.0	39.99999981	655.442857143	154.797899184	0.0362359786943	1	1
19	02	21	21	19	59	14.4	64.0	39.99999981	655.442857143	154.797899184	0.0362359786943	1	1
19	02	21	21	20	20	14.0	66.0	39.99848684	590.928571429	77.7294431122	0.0209403110191	1	1
19	02	21	21	20	20	16.4	65.0	39.99848684	590.928571429	77.7294431122	0.0209403110191	0	1
19	02	21	21	20	41	16.9	81.0	39.99998874	754.871428571	221.840413775	0.0576789204216	1	1
19	02	21	21	20	41	53.9	79.0	39.99998874	754.871428571	221.840413775	0.0576789204216	0	1
19	02	21	21	21	02	26.0	68.0	39.99999989	882.971428571	345.245915314	0.0757096023253	1	1
19	02	21	21	21	02	23.1	67.0	39.99999989	882.971428571	345.245915314	0.0757096023253	0	1
19	02	21	21	21	24	21.4	72.0	39.99939059	621.357142857	151.21848297	0.0224325949586	1	1
19	02	21	21	21	24	32.2	70.0	39.99939059	621.357142857	151.21848297	0.0224325949586	0	1
19	02	21	21	21	45	20.0	68.0	39.99999547	698.4	258.7493216	0.0386633694808	1	1
19	02	21	21	21	45	18.8	66.0	39.99999547	635.228571429	172.68362247	0.0341519546434	0	1
19	02	21	21	22	06	17.4	70.0	39.9635001	630.271428571	156.357641453	0.0302797462879	0	1
19	02	21	21	22	07	17.3	67.0	39.974373	630.085714286	138.571873342	0.0339485023771	1	1
19	02	21	21	22	28	16.8	70.0	39.99975456	620.471428571	125.119453943	0.027035833784	0	1
19	02	21	21	22	29	21.7	66.0	39.99982768	591.142857143	94.9093229975	0.018430344909	1	1
19	02	21	21	22	50	15.9	65.0	39.99999835	704.928571429	305.014300434	0.0321438371914	0	1
19	02	21	21	22	51	19.6	65.0	39.99999884	704.928571429	305.014300434	0.0321438371914	1	1
19	02	21	21	23	12	16.7	68.0	39.99067108	587.157142857	98.2808854711	0.0220894788171	0	1
