19	02	25	14	45	58	18.0	77.364	25.90492029	687.271428571	30.1273114957	0.00355129579521	0	1
19	02	25	14	46	19	13.4	76.288	25.98023811	687.957142857	31.4889711823	0.00654269398119	0	1
19	02	25	14	46	40	12.2	76.826	26.02123767	687.057142857	30.1495727116	0.00617098046866	0	1
19	02	25	14	47	01	12.5	77.364	25.94637526	686.957142857	31.2654239487	0.00628322401579	0	1
19	02	25	14	47	22	12.1	76.288	25.95786445	687.628571429	32.1355039208	0.00549512413829	0	1
19	02	25	14	47	43	13.9	76.288	25.69426201	686.757142857	31.1275879999	0.00690807093218	0	1
19	02	25	14	48	04	13.8	76.288	25.78488645	687.428571429	31.0518329013	0.00756636522881	0	1
19	02	25	14	48	25	12.4	77.364	25.93245502	687.771428571	31.5704072233	0.00598516797235	0	1
19	02	25	14	48	46	12.9	76.288	25.94994391	688.271428571	31.7957415965	0.0071844347234	0	1
19	02	25	14	49	07	11.9	76.288	25.77335979	687.285714286	31.3191602046	0.00627235136473	0	1
19	02	25	14	49	28	12.3	76.826	25.63868688	686.814285714	30.2962953214	0.00799416824126	0	1
19	02	25	14	49	49	12.7	77.364	25.62599474	684.857142857	29.8243839425	0.00497388187126	0	1
19	02	25	14	50	10	12.6	76.826	25.81108062	687.171428571	30.8651312411	0.00697919802647	0	1
19	02	25	14	50	31	12.2	76.288	25.8029081	687.385714286	31.4398713452	0.00561641859418	0	1
19	02	25	14	50	52	12.6	76.826	25.91963391	686.214285714	33.18514851	0.00428815092184	0	1
19	02	25	14	51	13	12.4	76.288	25.31666876	686.414285714	29.5917425051	0.00687221870254	0	1
19	02	25	14	51	34	12.4	76.288	25.52857914	684.771428571	29.6788387473	0.00731655002573	0	1
19	02	25	14	51	55	12.2	76.826	25.47415939	686.685714286	31.1588294559	0.00677167809672	0	1
19	02	25	14	52	16	12.6	76.288	25.8761582	686.471428571	31.7929558364	0.00695049995677	0	1
19	02	25	14	52	37	12.2	76.826	25.65771584	685.428571429	30.7884818113	0.00544579662684	0	1
19	02	25	14	52	58	12.0	76.288	25.82544367	686.414285714	31.1115471706	0.00810345214473	0	1
19	02	25	14	53	19	13.1	76.288	25.60387027	686.328571429	30.619658218	0.00417380208913	0	1
19	02	25	14	53	40	12.4	76.826	25.59231807	684.585714286	29.2372037246	0.00589700968179	0	1
19	02	25	14	54	01	12.1	76.826	25.56853393	685.185714286	29.4566474948	0.0074519898128	0	1
19	02	25	14	54	22	12.2	76.288	25.76920418	685.2	29.1477026784	0.00628563218651	0	1
19	02	25	14	54	43	12.3	76.288	25.44235268	685.1	29.7437388369	0.00754710384909	0	1
19	02	25	14	55	04	12.2	76.288	25.25804954	685.142857143	30.4322600045	0.00602894907783	0	1
19	02	25	14	55	25	13.0	76.288	25.74341434	687.214285714	30.9219722422	0.00664963678508	0	1
19	02	25	14	55	46	12.5	76.288	25.59799025	686.828571429	30.4574510839	0.00579683231195	0	1
19	02	25	14	56	07	12.9	76.288	25.24172918	685.471428571	30.1058710119	0.00463298434944	0	1
19	02	25	14	56	28	12.2	76.288	25.4236119	684.928571429	29.7500643114	0.00580141230408	0	1
19	02	25	14	56	49	12.3	76.288	25.8155936	686.528571429	31.6276196785	0.0040616683466	0	1
19	02	25	14	57	10	12.9	76.288	25.91729005	684.542857143	29.3114729923	0.00467865334776	0	1
19	02	25	14	57	31	12.2	76.288	25.546082	686.342857143	31.6836531598	0.00651651615022	0	1
19	02	25	14	57	52	13.2	76.288	25.38864318	684.857142857	29.8550238483	0.00569089169216	0	1
