18	11	04	18	10	06	2.12737067	984.157142857	51.752056057	0.0339187713717	01
18	11	04	18	20	07	2.00012668	984.157142857	51.752056057	0.0339187713717	01
18	11	04	18	30	08	1.97800069	984.157142857	51.752056057	0.0339187713717	01
18	11	04	18	40	09	1.59306989	984.157142857	51.752056057	0.0339187713717	01
18	11	04	18	50	10	1.55085068	984.157142857	51.752056057	0.0339187713717	01
18	11	04	19	00	12	1.23979182	984.157142857	51.752056057	0.0339187713717	01
18	11	04	20	00	02	1.30761047	984.157142857	51.752056057	0.0339187713717	01
18	11	04	20	10	04	1.18631505	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	00	02	0.99191603	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	10	03	1.36530045	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	20	04	1.11593882	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	30	06	0.98785904	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	40	07	0.95124267	984.157142857	51.752056057	0.0339187713717	01
18	11	04	22	50	10	0.99447827	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	00	11	1.00000128	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	10	12	0.99869332	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	20	13	1.0	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	30	14	1.0	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	40	16	0.9811623	984.157142857	51.752056057	0.0339187713717	01
18	11	04	23	50	17	0.97727369	984.157142857	51.752056057	0.0339187713717	01
18	11	05	00	00	18	0.99999995	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	00	04	0.4569158	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	10	05	0.0188382600001	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	20	06	-0.00480631000005	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	30	07	-0.33222324	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	40	08	-0.66966475	984.157142857	51.752056057	0.0339187713717	01
18	11	05	01	50	09	-0.38994816	984.157142857	51.752056057	0.0339187713717	01
18	11	05	02	00	10	-0.29861549	984.157142857	51.752056057	0.0339187713717	01
18	11	05	02	10	11	-0.84626222	984.157142857	51.752056057	0.0339187713717	01
18	11	05	02	20	12	3.64102037	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	00	04	11.0	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	10	05	10.88406112	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	20	06	10.9533066	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	30	07	10.51238701	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	40	09	10.22051367	984.157142857	51.752056057	0.0339187713717	01
18	11	05	03	50	10	10.1217816	984.157142857	51.752056057	0.0339187713717	01
18	11	05	04	00	11	10.99968602	984.157142857	51.752056057	0.0339187713717	01
18	11	05	04	10	12	11.0	984.157142857	51.752056057	0.0339187713717	01
18	11	05	04	20	13	11.0	984.157142857	51.752056057	0.0339187713717	01
18	11	05	04	30	14	11.0	984.157142857	51.752056057	0.0339187713717	01
18	11	06	11	00	03	4.53530439	984.157142857	51.752056057	0.0339187713717	01
18	11	06	12	00	03	95.08417054	984.157142857	51.752056057	0.0339187713717	01
18	11	06	12	10	04	109.07404155	984.157142857	51.752056057	0.0339187713717	01
18	11	06	12	20	06	109.60517466	984.157142857	51.752056057	0.0339187713717	01
18	11	06	12	30	08	108.66529048	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	00	03	109.30754795	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	10	04	107.96403433	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	20	06	103.00505231	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	30	10	129.21427948	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	40	12	130.40115869	984.157142857	51.752056057	0.0339187713717	01
18	11	06	13	50	13	126.82540988	984.157142857	51.752056057	0.0339187713717	01
18	11	06	14	00	14	125.03963253	984.157142857	51.752056057	0.0339187713717	01
18	11	06	15	00	03	126.60600736	984.157142857	51.752056057	0.0339187713717	01
18	11	06	15	10	06	127.21674468	984.157142857	51.752056057	0.0339187713717	01
